1,175,-0.103646,-0.20714,1.69412,-0.0992194,0.0862443,1.60932,-0.0939227,0.368597,1.51087,-0.0774866,0.490705,1.51256,-0.243576,0.221237,1.52153,-0.336295,-0.0212522,1.61043,-0.210096,-0.216889,1.57483,-0.177232,-0.255795,1.56032,0.0589202,0.208006,1.48308,0.205916,-0.0211348,1.50048,0.422428,-0.0127372,1.69862,0.439437,-0.0152569,1.73174,-0.170783,-0.199769,1.66324,-0.191223,-0.54246,1.61247,-0.164839,-0.854459,1.89086,-0.176079,-0.932765,1.778,-0.0322437,-0.206053,1.6558,0.0350199,-0.431276,1.98958,-0.0135543,-0.74246,1.93068,-0.027264,-0.822521,1.81697,-0.0953875,0.299716,1.5377,-0.12853,-0.309636,1.5748,-0.14184,-0.223134,1.52103,0.449404,-0.0245369,1.74034,0.406135,-0.0667757,1.724
1,176,-0.120115,-0.180427,1.64969,-0.102932,0.0980429,1.59202,-0.092788,0.371567,1.50757,-0.0768243,0.493209,1.50793,-0.243258,0.222084,1.52006,-0.335692,-0.0182446,1.61007,-0.202017,-0.206037,1.56221,-0.168885,-0.238082,1.55539,0.0589036,0.208593,1.48157,0.20553,-0.0191829,1.49925,0.421435,-0.0151737,1.69464,0.430973,-0.00351831,1.73245,-0.186878,-0.173343,1.61961,-0.18941,-0.431177,1.72786,-0.152641,-0.787482,2.0367,-0.164851,-0.872338,1.91984,-0.0483991,-0.180128,1.61226,0.0184116,-0.379037,1.91386,-0.0451451,-0.726807,1.84396,-0.0589114,-0.811436,1.72711,-0.0948251,0.304168,1.53211,-0.13351,-0.272972,1.55169,-0.131054,-0.203031,1.51752,0.447658,-0.0483011,1.7397,0.405095,-0.0616674,1.71571
1,177,-0.11383,-0.179791,1.64737,-0.0999596,0.104708,1.58544,-0.0910035,0.382411,1.5026,-0.0744519,0.505169,1.50231,-0.239302,0.231279,1.51647,-0.332417,-0.000938405,1.60973,-0.197245,-0.180277,1.55123,-0.163085,-0.213868,1.55092,0.0594254,0.218578,1.47843,0.182009,0.000402841,1.49265,0.346018,-0.0788371,1.66009,0.408385,-0.0167465,1.69723,-0.180814,-0.172926,1.61758,-0.171878,-0.411955,1.76227,-0.135624,-0.775156,2.06509,-0.146528,-0.850004,1.95732,-0.0421448,-0.1793,1.60979,-0.0332369,-0.425282,1.89454,0.00725542,-0.763941,1.77142,-0.00580208,-0.837292,1.66418,-0.0929448,0.314578,1.52589,-0.129684,-0.247293,1.5448,-0.121865,-0.181332,1.51728,0.444889,-0.0194582,1.73095,0.362645,-0.083096,1.71311
1,178,-0.109876,-0.175388,1.64661,-0.0977643,0.111381,1.58251,-0.0890959,0.388651,1.50069,-0.0716939,0.513033,1.49923,-0.237605,0.240171,1.51423,-0.331625,0.0124701,1.60962,-0.194671,-0.160793,1.5445,-0.159773,-0.194894,1.54982,0.0611041,0.226534,1.47652,0.179034,0.00528818,1.49269,0.358155,-0.0787572,1.69876,0.407264,-0.0165588,1.69966,-0.176785,-0.168518,1.61707,-0.169151,-0.40461,1.76274,-0.13396,-0.785462,2.07479,-0.144018,-0.854725,1.97193,-0.0384189,-0.17507,1.60877,0.0355884,-0.334715,1.93378,-0.040595,-0.690472,1.83669,-0.0519616,-0.759788,1.73375,-0.0911057,0.321005,1.52354,-0.125916,-0.22833,1.54217,-0.118522,-0.16206,1.51788,0.446565,-0.0185858,1.73542,0.36402,-0.0820916,1.71472
1,179,-0.106555,-0.167274,1.64629,-0.0958639,0.120693,1.58017,-0.0870812,0.397736,1.49839,-0.0684462,0.521117,1.4978,-0.234779,0.248394,1.51259,-0.32919,0.0257371,1.60807,-0.316233,-0.136287,1.75031,-0.331193,-0.143141,1.79179,0.0620421,0.234407,1.47502,0.176449,0.0106956,1.49207,0.348252,-0.0740763,1.71205,0.407666,-0.0143585,1.69729,-0.173378,-0.160503,1.61654,-0.176162,-0.394671,1.76403,-0.136011,-0.783069,2.06942,-0.146047,-0.851995,1.96683,-0.0353202,-0.167189,1.6086,0.0365905,-0.327613,1.9331,-0.0590608,-0.681463,1.84198,-0.0701316,-0.750601,1.73925,-0.089227,0.330194,1.5211,-0.329693,-0.169495,1.83353,-0.303671,-0.141829,1.78312,0.445263,-0.022429,1.73289,0.36424,-0.0814771,1.72307
1,180,-0.104627,-0.159157,1.64707,-0.0946439,0.128285,1.57979,-0.0856067,0.404572,1.49796,-0.0663005,0.527658,1.49698,-0.231895,0.255891,1.51166,-0.328371,0.0338218,1.60866,-0.314627,-0.13044,1.7469,-0.32884,-0.134425,1.7948,0.0626417,0.23998,1.47425,0.173889,0.0168905,1.49198,0.345271,-0.0720353,1.70879,0.40699,-0.0152853,1.69845,-0.171277,-0.152075,1.61742,-0.174076,-0.377041,1.77799,-0.135579,-0.778126,2.06475,-0.145764,-0.847,1.96222,-0.0336385,-0.159705,1.60924,0.0359561,-0.322568,1.93526,-0.070469,-0.674341,1.85622,-0.0815019,-0.74357,1.75352,-0.0878704,0.337214,1.52062,-0.327387,-0.160618,1.83645,-0.303272,-0.137163,1.78733,0.445052,-0.0213125,1.73261,0.363827,-0.080766,1.72487
1,181,-0.100382,-0.152,1.64928,-0.0923848,0.134435,1.58048,-0.0843576,0.40999,1.498,-0.0635934,0.53428,1.49744,-0.232894,0.254227,1.5129,-0.327746,0.0426369,1.60983,-0.316359,-0.125083,1.74226,-0.326374,-0.125214,1.79053,0.0635513,0.245048,1.47434,0.17148,0.0228171,1.49296,0.335199,-0.0596021,1.60317,0.394223,-0.0145262,1.66085,-0.167772,-0.148182,1.61924,-0.176354,-0.373568,1.78101,-0.140044,-0.771301,2.0609,-0.150464,-0.842639,1.9562,-0.0287967,-0.148513,1.61189,0.0356707,-0.320535,1.93659,-0.0886437,-0.665342,1.88816,-0.0997007,-0.737268,1.78321,-0.0864201,0.342801,1.52077,-0.324499,-0.15061,1.82656,-0.299353,-0.128541,1.78755,0.438395,-0.0268702,1.72561,0.384234,-0.0613128,1.71486
1,182,-0.096539,-0.14537,1.6515,-0.0896323,0.140641,1.58171,-0.0823693,0.415551,1.49867,-0.0616567,0.539344,1.49812,-0.22962,0.26899,1.51619,-0.32893,0.0527874,1.61279,-0.315429,-0.120074,1.73774,-0.322755,-0.12024,1.78799,0.0642524,0.250755,1.47504,0.169928,0.0277021,1.49383,0.337665,-0.0850866,1.56839,0.370039,-0.0268335,1.62286,-0.162674,-0.138644,1.62214,-0.17749,-0.369823,1.78022,-0.141308,-0.76299,2.05454,-0.15354,-0.835871,1.94869,-0.0263238,-0.145012,1.6134,0.0191326,-0.329275,1.93792,-0.0808845,-0.676344,1.89039,-0.0939124,-0.749583,1.78437,-0.0842655,0.34853,1.52155,-0.322285,-0.146051,1.81956,-0.29646,-0.121315,1.781,0.405035,-0.0248324,1.65553,0.344063,-0.051716,1.60714
1,183,-0.0954254,-0.140744,1.65322,-0.0881807,0.146243,1.58346,-0.0804849,0.421913,1.50059,-0.0592179,0.54567,1.50106,-0.229729,0.268676,1.51653,-0.327922,0.0565047,1.61407,-0.338081,-0.112437,1.74226,-0.324554,-0.118838,1.79218,0.0646165,0.255377,1.47607,0.168696,0.0318771,1.49467,0.349331,0.0255133,1.62296,0.406645,-0.0066186,1.68362,-0.161829,-0.135913,1.6236,-0.174266,-0.370117,1.78116,-0.140963,-0.759339,2.05247,-0.152852,-0.833679,1.94528,-0.0250721,-0.138959,1.61523,0.0178536,-0.327804,1.94045,-0.0949094,-0.666898,1.96027,-0.107409,-0.742048,1.85276,-0.082497,0.354718,1.5234,-0.319409,-0.145089,1.82908,-0.294768,-0.0996153,1.75985,0.437416,-0.0226761,1.72951,0.363384,-0.0611326,1.7054
1,184,-0.093009,-0.136028,1.6559,-0.0862881,0.151177,1.58612,-0.0790736,0.426925,1.50337,-0.057876,0.550712,1.50405,-0.226915,0.277573,1.52113,-0.326423,0.0620574,1.61622,-0.338475,-0.110974,1.73851,-0.321804,-0.11819,1.79284,0.0652901,0.264926,1.47925,0.166961,0.0372007,1.49568,0.330305,-0.0749137,1.57601,0.36731,-0.0230492,1.62474,-0.159679,-0.132296,1.62692,-0.17278,-0.37086,1.78266,-0.141175,-0.757494,2.05103,-0.153882,-0.833189,1.94272,-0.0224919,-0.13359,1.6172,0.0137804,-0.324978,1.94504,-0.0896166,-0.662239,1.97888,-0.103035,-0.738881,1.87019,-0.0809676,0.35972,1.52614,-0.319054,-0.144467,1.82699,-0.291557,-0.0967724,1.7654,0.40066,-0.0175635,1.65234,0.356486,-0.0395243,1.61818
